Datum	2021-02-18
Zeit	14:25:18

KSP-h(max)[m]	Zeile-Schnitt(alle_Daten)	Zeile_Schnitt(MM-Daten)
0.28	4020	311


Kistler-basierte Maximalwerte
Fz_max[N]	I_max[Ns]	v_max[m/s]	P_abs_max[W]	P_rel_max[W]
4643.951	770.388	11.09	15601.687	224.592
myoMOTION-basierte Maximalwerte
Fz_max[N]	I_max[Ns]	v_max[m/s]	P_abs_max[W]	P_rel_max[W]
4623.2	652.27	9.39	15256.305	219.62


# Zeit[Hz]	Kraft[N]	Impuls[Ns]	Geschw[m/s]	P_abs[W]	P_rel[W]
916.000000	811.394000	75.941000	1.093000	887.017000	12.769000
917.000000	811.394000	76.027000	1.094000	888.016000	12.783000
918.000000	811.722000	76.115000	1.096000	889.401000	12.803000
919.000000	811.096000	76.200000	1.097000	889.715000	12.808000
920.000000	811.424000	76.288000	1.098000	891.096000	12.828000
921.000000	811.424000	76.373000	1.099000	892.098000	12.842000
922.000000	811.424000	76.461000	1.101000	893.120000	12.857000
923.000000	811.424000	76.547000	1.102000	894.122000	12.871000
924.000000	811.424000	76.634000	1.103000	895.144000	12.886000
925.000000	811.084000	76.720000	1.104000	895.769000	12.895000
926.000000	811.089000	76.807000	1.106000	896.793000	12.910000
927.000000	811.084000	76.893000	1.107000	897.786000	12.924000
928.000000	811.084000	76.980000	1.108000	898.805000	12.939000
929.000000	810.749000	77.065000	1.109000	899.431000	12.948000
930.000000	810.749000	77.152000	1.111000	900.446000	12.962000
931.000000	810.749000	77.238000	1.112000	901.443000	12.977000
932.000000	811.053000	77.325000	1.113000	902.798000	12.996000
933.000000	811.053000	77.410000	1.114000	903.797000	13.010000
934.000000	811.053000	77.498000	1.116000	904.815000	13.025000
935.000000	810.755000	77.583000	1.117000	905.481000	13.035000
936.000000	810.755000	77.670000	1.118000	906.495000	13.049000
937.000000	810.755000	77.755000	1.119000	907.492000	13.064000
938.000000	810.755000	77.842000	1.121000	908.507000	13.078000
939.000000	810.755000	77.928000	1.122000	909.504000	13.093000
940.000000	810.755000	78.015000	1.123000	910.519000	13.107000
941.000000	810.755000	78.100000	1.124000	911.516000	13.122000
942.000000	810.755000	78.187000	1.126000	912.531000	13.136000
943.000000	810.755000	78.273000	1.127000	913.528000	13.151000
944.000000	810.415000	78.359000	1.128000	914.158000	13.160000
945.000000	810.080000	78.445000	1.129000	914.772000	13.168000
946.000000	810.415000	78.531000	1.130000	916.160000	13.188000
947.000000	810.415000	78.616000	1.132000	917.155000	13.203000
948.000000	810.415000	78.703000	1.133000	918.166000	13.217000
949.000000	810.415000	78.788000	1.134000	919.160000	13.232000
950.000000	810.415000	78.875000	1.135000	920.171000	13.246000
951.000000	810.080000	78.960000	1.137000	920.784000	13.255000
952.000000	810.080000	79.047000	1.138000	921.792000	13.270000
953.000000	810.080000	79.132000	1.139000	922.783000	13.284000
954.000000	810.068000	79.218000	1.140000	923.778000	13.298000
955.000000	810.073000	79.303000	1.142000	924.776000	13.312000
956.000000	810.402000	79.390000	1.143000	926.160000	13.332000
957.000000	810.073000	79.475000	1.144000	926.778000	13.341000
958.000000	810.402000	79.561000	1.145000	928.162000	13.361000
959.000000	810.409000	79.647000	1.147000	929.166000	13.376000
960.000000	810.402000	79.733000	1.148000	930.168000	13.390000
961.000000	810.402000	79.818000	1.149000	931.164000	13.404000
962.000000	810.073000	79.905000	1.150000	931.794000	13.414000
963.000000	810.402000	79.990000	1.151000	933.166000	13.433000
964.000000	810.402000	80.077000	1.153000	934.177000	13.448000
965.000000	810.402000	80.162000	1.154000	935.172000	13.462000
966.000000	810.104000	80.249000	1.155000	935.838000	13.472000
967.000000	810.104000	80.334000	1.156000	936.830000	13.486000
968.000000	810.104000	80.420000	1.158000	937.838000	13.500000
969.000000	810.104000	80.505000	1.159000	938.830000	13.515000
970.000000	810.104000	80.592000	1.160000	939.838000	13.529000
971.000000	810.104000	80.677000	1.161000	940.830000	13.544000
972.000000	810.104000	80.763000	1.163000	941.838000	13.558000
973.000000	809.764000	80.848000	1.164000	942.433000	13.567000
974.000000	809.764000	80.934000	1.165000	943.437000	13.581000
975.000000	810.098000	81.019000	1.166000	944.817000	13.601000
976.000000	809.764000	81.106000	1.168000	945.434000	13.610000
977.000000	809.797000	81.190000	1.169000	946.462000	13.625000
978.000000	809.797000	81.277000	1.170000	947.467000	13.639000
979.000000	809.456000	81.361000	1.171000	948.057000	13.648000
980.000000	809.122000	81.447000	1.172000	948.666000	13.656000
981.000000	809.456000	81.532000	1.174000	950.042000	13.676000
982.000000	809.456000	81.618000	1.175000	951.045000	13.691000
983.000000	809.456000	81.703000	1.176000	952.031000	13.705000
984.000000	809.456000	81.789000	1.177000	953.034000	13.719000
985.000000	809.456000	81.873000	1.179000	954.019000	13.733000
986.000000	809.456000	81.959000	1.180000	955.022000	13.748000
987.000000	809.456000	82.044000	1.181000	956.008000	13.762000
988.000000	809.456000	82.130000	1.182000	957.011000	13.777000
989.000000	809.744000	82.215000	1.184000	958.337000	13.796000
990.000000	809.456000	82.301000	1.185000	959.002000	13.805000
991.000000	809.447000	82.385000	1.186000	959.975000	13.819000
992.000000	809.447000	82.471000	1.187000	960.979000	13.834000
993.000000	809.447000	82.556000	1.188000	961.964000	13.848000
994.000000	809.447000	82.642000	1.190000	962.967000	13.862000
995.000000	809.447000	82.727000	1.191000	963.952000	13.876000
996.000000	809.112000	82.813000	1.192000	964.555000	13.885000
997.000000	809.112000	82.897000	1.193000	965.536000	13.899000
998.000000	809.112000	82.983000	1.195000	966.538000	13.914000
999.000000	809.112000	83.067000	1.196000	967.519000	13.928000
1000.000000	808.771000	83.153000	1.197000	968.111000	13.936000
1001.000000	808.771000	83.237000	1.198000	969.089000	13.950000
1002.000000	808.771000	83.323000	1.199000	970.088000	13.965000
1003.000000	808.771000	83.407000	1.201000	971.065000	13.979000
1004.000000	808.771000	83.492000	1.202000	972.064000	13.993000
1005.000000	808.771000	83.576000	1.203000	973.041000	14.007000
1006.000000	809.100000	83.662000	1.204000	974.437000	14.027000
1007.000000	809.100000	83.746000	1.206000	975.418000	14.041000
1008.000000	808.760000	83.832000	1.207000	976.007000	14.050000
1009.000000	808.765000	83.916000	1.208000	976.991000	14.064000
1010.000000	808.760000	84.002000	1.209000	977.983000	14.078000
1011.000000	808.424000	84.086000	1.210000	978.554000	14.087000
1012.000000	808.424000	84.171000	1.212000	979.549000	14.101000
1013.000000	808.424000	84.255000	1.213000	980.523000	14.115000
1014.000000	808.424000	84.341000	1.214000	981.518000	14.129000
1015.000000	808.424000	84.424000	1.215000	982.493000	14.143000
1016.000000	808.424000	84.510000	1.217000	983.488000	14.158000
1017.000000	808.424000	84.594000	1.218000	984.463000	14.172000
1018.000000	808.424000	84.679000	1.219000	985.458000	14.186000
1019.000000	808.127000	84.763000	1.220000	986.069000	14.195000
1020.000000	807.824000	84.848000	1.221000	986.691000	14.204000
1021.000000	807.824000	84.931000	1.223000	987.660000	14.218000
1022.000000	807.824000	85.017000	1.224000	988.650000	14.232000
1023.000000	808.153000	85.100000	1.225000	990.023000	14.252000
1024.000000	808.153000	85.185000	1.226000	991.016000	14.266000
1025.000000	808.153000	85.269000	1.227000	991.988000	14.280000
1026.000000	808.153000	85.354000	1.229000	992.981000	14.294000
1027.000000	808.153000	85.438000	1.230000	993.954000	14.308000
1028.000000	807.813000	85.523000	1.231000	994.526000	14.317000
1029.000000	807.813000	85.606000	1.232000	995.495000	14.330000
1030.000000	807.813000	85.692000	1.234000	996.485000	14.345000
1031.000000	807.813000	85.775000	1.235000	997.454000	14.359000
1032.000000	807.813000	85.860000	1.236000	998.444000	14.373000
1033.000000	807.813000	85.943000	1.237000	999.413000	14.387000
1034.000000	807.478000	86.028000	1.238000	999.987000	14.395000
1035.000000	807.806000	86.112000	1.240000	1001.361000	14.415000
1036.000000	807.806000	86.197000	1.241000	1002.352000	14.429000
1037.000000	807.806000	86.280000	1.242000	1003.320000	14.443000
1038.000000	807.806000	86.365000	1.243000	1004.311000	14.457000
1039.000000	807.509000	86.448000	1.244000	1004.907000	14.466000
1040.000000	807.509000	86.533000	1.246000	1005.895000	14.480000
1041.000000	807.509000	86.616000	1.247000	1006.861000	14.494000
1042.000000	807.509000	86.701000	1.248000	1007.849000	14.508000
1043.000000	807.509000	86.784000	1.249000	1008.814000	14.522000
1044.000000	807.509000	86.869000	1.251000	1009.802000	14.536000
1045.000000	807.509000	86.953000	1.252000	1010.768000	14.550000
1046.000000	807.509000	87.038000	1.253000	1011.756000	14.565000
1047.000000	807.837000	87.121000	1.254000	1013.134000	14.584000
1048.000000	807.837000	87.206000	1.255000	1014.126000	14.599000
1049.000000	807.478000	87.289000	1.257000	1014.641000	14.606000
1050.000000	807.173000	87.374000	1.258000	1015.245000	14.615000
1051.000000	806.833000	87.457000	1.259000	1015.777000	14.622000
1052.000000	807.502000	87.541000	1.260000	1017.604000	14.649000
1053.000000	807.502000	87.624000	1.261000	1018.570000	14.663000
1054.000000	807.806000	87.709000	1.263000	1019.942000	14.682000
1055.000000	807.466000	87.793000	1.264000	1020.481000	14.690000
1056.000000	807.162000	87.877000	1.265000	1021.081000	14.699000
1057.000000	807.466000	87.960000	1.266000	1022.431000	14.718000
1058.000000	807.466000	88.045000	1.267000	1023.417000	14.732000
1059.000000	807.466000	88.128000	1.269000	1024.383000	14.746000
1060.000000	807.466000	88.213000	1.270000	1025.370000	14.761000
1061.000000	807.466000	88.296000	1.271000	1026.336000	14.774000
1062.000000	807.466000	88.381000	1.272000	1027.323000	14.789000
1063.000000	807.162000	88.464000	1.273000	1027.900000	14.797000
1064.000000	807.466000	88.549000	1.275000	1029.272000	14.817000
1065.000000	807.466000	88.632000	1.276000	1030.239000	14.831000
1066.000000	807.795000	88.717000	1.277000	1031.646000	14.851000
1067.000000	807.454000	88.800000	1.278000	1032.180000	14.859000
1068.000000	807.460000	88.885000	1.280000	1033.171000	14.873000
1069.000000	807.119000	88.968000	1.281000	1033.702000	14.880000
1070.000000	807.119000	89.053000	1.282000	1034.683000	14.895000
1071.000000	807.119000	89.136000	1.283000	1035.648000	14.909000
1072.000000	807.119000	89.220000	1.284000	1036.630000	14.923000
1073.000000	807.119000	89.303000	1.286000	1037.595000	14.937000
1074.000000	807.119000	89.388000	1.287000	1038.576000	14.951000
1075.000000	807.119000	89.471000	1.288000	1039.541000	14.965000
1076.000000	807.119000	89.555000	1.289000	1040.523000	14.979000
1077.000000	807.119000	89.638000	1.290000	1041.488000	14.993000
1078.000000	807.119000	89.723000	1.292000	1042.469000	15.007000
1079.000000	807.119000	89.806000	1.293000	1043.434000	15.021000
1080.000000	807.448000	89.891000	1.294000	1044.842000	15.041000
1081.000000	807.150000	89.974000	1.295000	1045.424000	15.049000
1082.000000	807.448000	90.058000	1.296000	1046.791000	15.069000
1083.000000	807.150000	90.142000	1.298000	1047.373000	15.077000
1084.000000	807.150000	90.226000	1.299000	1048.353000	15.091000
1085.000000	807.150000	90.309000	1.300000	1049.320000	15.105000
1086.000000	807.150000	90.393000	1.301000	1050.300000	15.119000
1087.000000	806.849000	90.477000	1.302000	1050.874000	15.128000
1088.000000	806.849000	90.561000	1.304000	1051.851000	15.142000
1089.000000	806.849000	90.644000	1.305000	1052.815000	15.156000
1090.000000	806.849000	90.728000	1.306000	1053.792000	15.170000
1091.000000	807.183000	90.811000	1.307000	1055.195000	15.190000
1092.000000	807.512000	90.895000	1.308000	1056.606000	15.210000
1093.000000	806.849000	90.979000	1.310000	1056.707000	15.212000
1094.000000	807.183000	91.063000	1.311000	1058.121000	15.232000
1095.000000	807.512000	91.146000	1.312000	1059.522000	15.252000
1096.000000	807.171000	91.231000	1.313000	1060.057000	15.260000
1097.000000	807.512000	91.314000	1.314000	1061.473000	15.280000
1098.000000	807.171000	91.399000	1.316000	1062.008000	15.288000
1099.000000	807.171000	91.482000	1.317000	1062.975000	15.302000
1100.000000	807.171000	91.566000	1.318000	1063.955000	15.316000
1101.000000	807.171000	91.650000	1.319000	1064.922000	15.330000
1102.000000	806.836000	91.734000	1.321000	1065.459000	15.338000
1103.000000	807.171000	91.817000	1.322000	1066.867000	15.358000
1104.000000	807.171000	91.901000	1.323000	1067.848000	15.372000
1105.000000	807.171000	91.984000	1.324000	1068.815000	15.386000
1106.000000	806.836000	92.069000	1.325000	1069.351000	15.394000
1107.000000	807.165000	92.152000	1.327000	1070.751000	15.414000
1108.000000	807.165000	92.236000	1.328000	1071.733000	15.428000
1109.000000	806.824000	92.319000	1.329000	1072.245000	15.435000
1110.000000	806.824000	92.404000	1.330000	1073.223000	15.449000
1111.000000	806.824000	92.486000	1.331000	1074.186000	15.463000
1112.000000	806.824000	92.571000	1.333000	1075.164000	15.477000
1113.000000	807.159000	92.654000	1.334000	1076.574000	15.498000
1114.000000	806.824000	92.738000	1.335000	1077.109000	15.505000
1115.000000	807.159000	92.821000	1.336000	1078.518000	15.526000
1116.000000	806.861000	92.906000	1.337000	1079.102000	15.534000
1117.000000	806.861000	92.988000	1.339000	1080.064000	15.548000
1118.000000	806.527000	93.073000	1.340000	1080.596000	15.556000
1119.000000	806.527000	93.155000	1.341000	1081.554000	15.569000
1120.000000	806.861000	93.240000	1.342000	1082.981000	15.590000
1121.000000	806.526000	93.322000	1.343000	1083.491000	15.597000
1122.000000	806.526000	93.406000	1.345000	1084.468000	15.611000
1123.000000	806.526000	93.489000	1.346000	1085.427000	15.625000
1124.000000	806.185000	93.573000	1.347000	1085.944000	15.633000
1125.000000	806.185000	93.655000	1.348000	1086.900000	15.646000
1126.000000	806.185000	93.739000	1.349000	1087.874000	15.660000
1127.000000	806.185000	93.822000	1.351000	1088.829000	15.674000
1128.000000	806.185000	93.906000	1.352000	1089.804000	15.688000
1129.000000	806.185000	93.988000	1.353000	1090.759000	15.702000
1130.000000	806.185000	94.072000	1.354000	1091.734000	15.716000
1131.000000	805.887000	94.154000	1.355000	1092.284000	15.724000
1132.000000	805.887000	94.238000	1.357000	1093.256000	15.738000
1133.000000	805.887000	94.320000	1.358000	1094.209000	15.752000
1134.000000	805.887000	94.404000	1.359000	1095.180000	15.765000
1135.000000	805.887000	94.486000	1.360000	1096.133000	15.779000
1136.000000	805.914000	94.570000	1.361000	1097.141000	15.794000
1137.000000	805.245000	94.652000	1.363000	1097.180000	15.794000
1138.000000	805.245000	94.735000	1.364000	1098.145000	15.808000
1139.000000	805.245000	94.817000	1.365000	1099.093000	15.822000
1140.000000	805.573000	94.900000	1.366000	1100.508000	15.842000
1141.000000	805.573000	94.982000	1.367000	1101.459000	15.856000
1142.000000	805.233000	95.065000	1.368000	1101.960000	15.863000
1143.000000	805.233000	95.147000	1.370000	1102.908000	15.877000
1144.000000	805.233000	95.230000	1.371000	1103.873000	15.891000
1145.000000	805.536000	95.312000	1.372000	1105.238000	15.910000
1146.000000	805.536000	95.396000	1.373000	1106.206000	15.924000
1147.000000	805.536000	95.478000	1.374000	1107.156000	15.938000
1148.000000	805.238000	95.561000	1.376000	1107.713000	15.946000
1149.000000	804.903000	95.643000	1.377000	1108.198000	15.953000
1150.000000	804.903000	95.726000	1.378000	1109.160000	15.967000
1151.000000	804.903000	95.807000	1.379000	1110.105000	15.980000
1152.000000	804.898000	95.890000	1.380000	1111.060000	15.994000
1153.000000	804.563000	95.972000	1.382000	1111.540000	16.001000
1154.000000	804.563000	96.054000	1.383000	1112.499000	16.015000
1155.000000	804.563000	96.136000	1.384000	1113.441000	16.028000
1156.000000	804.563000	96.219000	1.385000	1114.400000	16.042000
1157.000000	804.222000	96.300000	1.386000	1114.869000	16.049000
1158.000000	804.222000	96.382000	1.387000	1115.824000	16.063000
1159.000000	804.222000	96.463000	1.389000	1116.763000	16.076000
1160.000000	804.222000	96.546000	1.390000	1117.719000	16.090000
1161.000000	803.926000	96.627000	1.391000	1118.244000	16.098000
1162.000000	803.926000	96.709000	1.392000	1119.197000	16.111000
1163.000000	803.926000	96.790000	1.393000	1120.134000	16.125000
1164.000000	803.590000	96.873000	1.395000	1120.618000	16.132000
1165.000000	803.926000	96.953000	1.396000	1122.021000	16.152000
1166.000000	803.250000	97.036000	1.397000	1122.028000	16.152000
1167.000000	803.250000	97.116000	1.398000	1122.958000	16.165000
1168.000000	803.250000	97.198000	1.399000	1123.906000	16.179000
1169.000000	803.250000	97.278000	1.400000	1124.836000	16.192000
1170.000000	803.584000	97.360000	1.402000	1126.253000	16.213000
1171.000000	803.584000	97.441000	1.403000	1127.186000	16.226000
1172.000000	803.584000	97.523000	1.404000	1128.136000	16.240000
1173.000000	803.250000	97.604000	1.405000	1128.599000	16.247000
1174.000000	803.286000	97.686000	1.406000	1129.596000	16.261000
1175.000000	803.286000	97.766000	1.407000	1130.527000	16.274000
1176.000000	803.286000	97.848000	1.409000	1131.475000	16.288000
1177.000000	803.286000	97.929000	1.410000	1132.405000	16.301000
1178.000000	803.286000	98.011000	1.411000	1133.353000	16.315000
1179.000000	802.946000	98.091000	1.412000	1133.802000	16.321000
1180.000000	802.946000	98.173000	1.413000	1134.745000	16.335000
1181.000000	802.946000	98.253000	1.414000	1135.674000	16.348000
1182.000000	802.645000	98.334000	1.416000	1136.191000	16.356000
1183.000000	802.645000	98.415000	1.417000	1137.116000	16.369000
1184.000000	802.645000	98.496000	1.418000	1138.057000	16.383000
1185.000000	802.645000	98.576000	1.419000	1138.983000	16.396000
1186.000000	802.645000	98.658000	1.420000	1139.924000	16.410000
1187.000000	802.304000	98.738000	1.421000	1140.364000	16.416000
1188.000000	802.304000	98.819000	1.423000	1141.302000	16.429000
1189.000000	802.304000	98.899000	1.424000	1142.225000	16.443000
1190.000000	802.591000	98.980000	1.425000	1143.573000	16.462000
1191.000000	802.591000	99.060000	1.426000	1144.499000	16.475000
1192.000000	802.591000	99.141000	1.427000	1145.439000	16.489000
1193.000000	802.591000	99.222000	1.428000	1146.364000	16.502000
1194.000000	802.591000	99.303000	1.430000	1147.305000	16.516000
1195.000000	802.591000	99.383000	1.431000	1148.230000	16.529000
1196.000000	802.294000	99.464000	1.432000	1148.743000	16.537000
1197.000000	802.294000	99.544000	1.433000	1149.666000	16.550000
1198.000000	802.927000	99.626000	1.434000	1151.513000	16.576000
1199.000000	802.629000	99.706000	1.435000	1152.014000	16.584000
1200.000000	802.294000	99.787000	1.436000	1152.471000	16.590000
1201.000000	802.629000	99.867000	1.438000	1153.877000	16.610000
1202.000000	802.629000	99.949000	1.439000	1154.818000	16.624000
1203.000000	802.957000	100.029000	1.440000	1156.218000	16.644000
1204.000000	802.622000	100.110000	1.441000	1156.679000	16.651000
1205.000000	802.957000	100.191000	1.442000	1158.088000	16.671000
1206.000000	802.957000	100.272000	1.443000	1159.033000	16.685000
1207.000000	802.622000	100.353000	1.445000	1159.476000	16.691000
1208.000000	802.957000	100.434000	1.446000	1160.902000	16.712000
1209.000000	802.622000	100.514000	1.447000	1161.345000	16.718000
1210.000000	802.622000	100.596000	1.448000	1162.285000	16.731000
1211.000000	802.622000	100.676000	1.449000	1163.211000	16.745000
1212.000000	802.951000	100.757000	1.450000	1164.629000	16.765000
1213.000000	802.951000	100.838000	1.452000	1165.558000	16.779000
1214.000000	802.951000	100.919000	1.453000	1166.501000	16.792000
1215.000000	802.951000	101.000000	1.454000	1167.430000	16.806000
1216.000000	803.254000	101.081000	1.455000	1168.815000	16.826000
1217.000000	802.951000	101.162000	1.456000	1169.305000	16.833000
1218.000000	803.254000	101.243000	1.457000	1170.690000	16.852000
1219.000000	803.583000	101.324000	1.459000	1172.103000	16.873000
1220.000000	803.583000	101.406000	1.460000	1173.052000	16.886000
1221.000000	803.583000	101.487000	1.461000	1173.987000	16.900000
1222.000000	803.583000	101.569000	1.462000	1174.935000	16.914000
1223.000000	803.583000	101.650000	1.463000	1175.870000	16.927000
1224.000000	803.583000	101.732000	1.464000	1176.818000	16.941000
1225.000000	803.583000	101.813000	1.466000	1177.754000	16.954000
1226.000000	803.912000	101.895000	1.467000	1179.185000	16.975000
1227.000000	803.912000	101.976000	1.468000	1180.124000	16.988000
1228.000000	803.912000	102.058000	1.469000	1181.074000	17.002000
1229.000000	803.912000	102.139000	1.470000	1182.013000	17.015000
1230.000000	803.912000	102.221000	1.472000	1182.964000	17.029000
1231.000000	803.912000	102.302000	1.473000	1183.902000	17.043000
1232.000000	803.912000	102.384000	1.474000	1184.853000	17.056000
1233.000000	804.240000	102.466000	1.475000	1186.277000	17.077000
1234.000000	804.240000	102.548000	1.476000	1187.232000	17.091000
1235.000000	804.240000	102.629000	1.477000	1188.173000	17.104000
1236.000000	804.240000	102.712000	1.479000	1189.127000	17.118000
1237.000000	804.538000	102.793000	1.480000	1190.510000	17.138000
1238.000000	804.538000	102.876000	1.481000	1191.467000	17.152000
1239.000000	805.201000	102.957000	1.482000	1193.395000	17.179000
1240.000000	804.569000	103.040000	1.483000	1193.420000	17.180000
1241.000000	805.201000	103.122000	1.484000	1195.302000	17.207000
1242.000000	805.201000	103.205000	1.486000	1196.268000	17.221000
1243.000000	805.201000	103.287000	1.487000	1197.215000	17.234000
1244.000000	805.201000	103.370000	1.488000	1198.180000	17.248000
1245.000000	805.530000	103.452000	1.489000	1199.618000	17.269000
1246.000000	805.530000	103.536000	1.490000	1200.587000	17.283000
1247.000000	805.530000	103.617000	1.492000	1201.536000	17.297000
1248.000000	805.530000	103.701000	1.493000	1202.505000	17.310000
1249.000000	805.530000	103.783000	1.494000	1203.454000	17.324000
1250.000000	805.870000	103.867000	1.495000	1204.933000	17.345000
1251.000000	806.199000	103.949000	1.496000	1206.378000	17.366000
1252.000000	805.870000	104.033000	1.498000	1206.860000	17.373000
1253.000000	806.199000	104.115000	1.499000	1208.306000	17.394000
1254.000000	806.199000	104.199000	1.500000	1209.282000	17.408000
1255.000000	806.199000	104.281000	1.501000	1210.236000	17.422000
1256.000000	806.199000	104.365000	1.502000	1211.212000	17.436000
1257.000000	806.199000	104.447000	1.504000	1212.166000	17.450000
1258.000000	806.528000	104.532000	1.505000	1213.637000	17.471000
1259.000000	806.528000	104.614000	1.506000	1214.595000	17.485000
1260.000000	807.202000	104.698000	1.507000	1216.591000	17.513000
1261.000000	806.868000	104.781000	1.508000	1217.051000	17.520000
1262.000000	806.868000	104.866000	1.510000	1218.031000	17.534000
1263.000000	807.202000	104.949000	1.511000	1219.499000	17.555000
1264.000000	807.202000	105.033000	1.512000	1220.482000	17.569000
1265.000000	807.490000	105.116000	1.513000	1221.884000	17.589000
1266.000000	807.490000	105.201000	1.514000	1222.871000	17.604000
1267.000000	807.490000	105.284000	1.516000	1223.838000	17.618000
1268.000000	807.490000	105.369000	1.517000	1224.824000	17.632000
1269.000000	807.490000	105.452000	1.518000	1225.791000	17.646000
1270.000000	808.117000	105.537000	1.519000	1227.731000	17.674000
1271.000000	808.117000	105.621000	1.520000	1228.704000	17.688000
1272.000000	808.117000	105.706000	1.522000	1229.695000	17.702000
1273.000000	807.782000	105.790000	1.523000	1230.157000	17.709000
1274.000000	808.117000	105.875000	1.524000	1231.656000	17.730000
1275.000000	808.111000	105.959000	1.525000	1232.620000	17.744000
1276.000000	808.446000	106.044000	1.527000	1234.123000	17.766000
1277.000000	808.446000	106.128000	1.528000	1235.101000	17.780000
1278.000000	808.446000	106.213000	1.529000	1236.093000	17.794000
1279.000000	808.111000	106.297000	1.530000	1236.557000	17.801000
1280.000000	808.111000	106.382000	1.531000	1237.546000	17.815000
1281.000000	809.115000	106.466000	1.533000	1240.063000	17.851000
1282.000000	808.780000	106.552000	1.534000	1240.549000	17.858000
1283.000000	808.780000	106.636000	1.535000	1241.528000	17.872000
1284.000000	808.780000	106.722000	1.536000	1242.525000	17.887000
1285.000000	809.114000	106.806000	1.538000	1244.019000	17.908000
1286.000000	809.109000	106.892000	1.539000	1245.011000	17.922000
1287.000000	809.443000	106.976000	1.540000	1246.509000	17.944000
1288.000000	809.443000	107.062000	1.541000	1247.513000	17.958000
1289.000000	809.443000	107.147000	1.542000	1248.497000	17.973000
1290.000000	809.443000	107.233000	1.544000	1249.501000	17.987000
1291.000000	809.109000	107.317000	1.545000	1249.968000	17.994000
1292.000000	809.443000	107.403000	1.546000	1251.486000	18.016000
1293.000000	809.443000	107.488000	1.547000	1252.471000	18.030000
1294.000000	809.443000	107.574000	1.549000	1253.474000	18.044000
1295.000000	809.771000	107.659000	1.550000	1254.970000	18.066000
1296.000000	809.771000	107.745000	1.551000	1255.976000	18.080000
1297.000000	809.771000	107.830000	1.552000	1256.964000	18.094000
1298.000000	809.771000	107.916000	1.553000	1257.970000	18.109000
1299.000000	809.469000	108.001000	1.555000	1258.488000	18.116000
1300.000000	809.469000	108.087000	1.556000	1259.491000	18.131000
1301.000000	809.469000	108.171000	1.557000	1260.476000	18.145000
1302.000000	809.798000	108.257000	1.558000	1261.992000	18.167000
1303.000000	809.798000	108.342000	1.560000	1262.981000	18.181000
1304.000000	809.798000	108.429000	1.561000	1263.987000	18.196000
1305.000000	809.798000	108.513000	1.562000	1264.976000	18.210000
1306.000000	809.798000	108.600000	1.563000	1265.982000	18.224000
1307.000000	810.095000	108.685000	1.565000	1267.436000	18.245000
1308.000000	810.095000	108.771000	1.566000	1268.445000	18.260000
1309.000000	809.798000	108.856000	1.567000	1268.970000	18.267000
1310.000000	810.423000	108.942000	1.568000	1270.958000	18.296000
1311.000000	809.463000	109.027000	1.569000	1270.443000	18.288000
1312.000000	809.760000	109.113000	1.571000	1271.910000	18.310000
1313.000000	809.760000	109.198000	1.572000	1272.901000	18.324000
1314.000000	809.760000	109.284000	1.573000	1273.903000	18.338000
1315.000000	810.088000	109.370000	1.574000	1275.413000	18.360000
1316.000000	810.088000	109.456000	1.576000	1276.420000	18.375000
1317.000000	810.088000	109.541000	1.577000	1277.413000	18.389000
1318.000000	810.088000	109.627000	1.578000	1278.419000	18.403000
1319.000000	810.088000	109.713000	1.579000	1279.413000	18.418000
1320.000000	810.088000	109.799000	1.581000	1280.419000	18.432000
1321.000000	809.122000	109.884000	1.582000	1279.882000	18.424000
1322.000000	809.122000	109.969000	1.583000	1280.877000	18.439000
1323.000000	809.753000	110.054000	1.584000	1282.865000	18.467000
1324.000000	809.122000	110.140000	1.586000	1282.866000	18.467000
1325.000000	809.451000	110.225000	1.587000	1284.374000	18.489000
1326.000000	809.456000	110.311000	1.588000	1285.384000	18.504000
1327.000000	809.748000	110.395000	1.589000	1286.835000	18.524000
1328.000000	809.451000	110.481000	1.590000	1287.367000	18.532000
1329.000000	809.451000	110.566000	1.592000	1288.353000	18.546000
1330.000000	809.451000	110.652000	1.593000	1289.355000	18.561000
1331.000000	809.451000	110.737000	1.594000	1290.341000	18.575000
1332.000000	809.116000	110.823000	1.595000	1290.808000	18.582000
1333.000000	809.116000	110.907000	1.597000	1291.791000	18.596000
1334.000000	809.116000	110.993000	1.598000	1292.790000	18.610000
1335.000000	809.116000	111.077000	1.599000	1293.773000	18.624000
1336.000000	809.116000	111.163000	1.600000	1294.773000	18.639000
1337.000000	809.116000	111.247000	1.601000	1295.755000	18.653000
1338.000000	809.445000	111.333000	1.603000	1297.283000	18.675000
1339.000000	809.116000	111.418000	1.604000	1297.740000	18.681000
1340.000000	809.445000	111.504000	1.605000	1299.267000	18.703000
1341.000000	809.445000	111.588000	1.606000	1300.254000	18.718000
1342.000000	809.445000	111.674000	1.608000	1301.256000	18.732000
1343.000000	809.445000	111.759000	1.609000	1302.243000	18.746000
1344.000000	809.445000	111.845000	1.610000	1303.244000	18.761000
1345.000000	809.445000	111.930000	1.611000	1304.231000	18.775000
1346.000000	809.144000	112.016000	1.613000	1304.746000	18.782000
1347.000000	809.144000	112.100000	1.614000	1305.730000	18.796000
1348.000000	809.144000	112.186000	1.615000	1306.729000	18.811000
1349.000000	809.445000	112.270000	1.616000	1308.200000	18.832000
