Datum	2021-02-18
Zeit	14:25:18

KSP-h(max)[m]	Zeile-Schnitt(alle_Daten)	Zeile_Schnitt(MM-Daten)
0.28	4020	311


Kistler-basierte Maximalwerte
Fz_max[N]	I_max[Ns]	v_max[m/s]	P_abs_max[W]	P_rel_max[W]
4643.951	770.388	11.09	15601.687	224.592
myoMOTION-basierte Maximalwerte
Fz_max[N]	I_max[Ns]	v_max[m/s]	P_abs_max[W]	P_rel_max[W]
4623.2	652.27	9.39	15256.305	219.62


# Zeit[Hz]	Kraft[N]	Impuls[Ns]	Geschw[m/s]	P_abs[W]	P_rel[W]
3909.000000	14.336000	129.437000	1.863000	26.712000	0.385000
3910.000000	53.902000	129.001000	1.857000	100.098000	1.441000
3911.000000	122.423000	128.607000	1.851000	226.647000	3.263000
3912.000000	165.338000	128.250000	1.846000	305.249000	4.394000
3913.000000	182.165000	127.913000	1.841000	335.429000	4.829000
3914.000000	147.736000	127.573000	1.836000	271.312000	3.906000
3915.000000	139.638000	127.211000	1.831000	255.711000	3.681000
3916.000000	155.579000	126.856000	1.826000	284.108000	4.090000
3917.000000	228.617000	126.524000	1.821000	416.395000	5.994000
3918.000000	292.252000	126.250000	1.817000	531.144000	7.646000
3919.000000	346.120000	126.003000	1.814000	627.814000	9.038000
3920.000000	350.370000	125.792000	1.811000	634.458000	9.133000
3921.000000	404.554000	125.578000	1.808000	731.331000	10.528000
3922.000000	506.879000	125.434000	1.806000	915.252000	13.175000
3923.000000	643.559000	125.353000	1.804000	1161.298000	16.717000
3924.000000	898.387000	125.409000	1.805000	1621.867000	23.347000
3925.000000	1246.707000	125.661000	1.809000	2255.214000	32.465000
3926.000000	1831.787000	126.216000	1.817000	3328.205000	47.911000
3927.000000	2376.869000	127.171000	1.831000	4351.254000	62.638000
3928.000000	2653.191000	128.416000	1.849000	4904.685000	70.605000
3929.000000	2508.073000	129.698000	1.867000	4682.675000	67.409000
3930.000000	2111.964000	130.796000	1.883000	3976.521000	57.243000
3931.000000	1631.124000	131.595000	1.894000	3089.936000	44.481000
3932.000000	1379.194000	132.113000	1.902000	2622.970000	37.759000
3933.000000	1383.123000	132.584000	1.909000	2639.817000	38.001000
3934.000000	1569.137000	133.089000	1.916000	3006.254000	43.276000
3935.000000	1737.310000	133.752000	1.925000	3345.037000	48.153000
3936.000000	1771.733000	134.467000	1.936000	3429.547000	49.370000
3937.000000	1615.222000	135.160000	1.946000	3142.709000	45.240000
3938.000000	1358.131000	135.690000	1.953000	2652.840000	38.189000
3939.000000	1137.329000	136.078000	1.959000	2227.908000	32.072000
3940.000000	1032.825000	136.324000	1.962000	2026.841000	29.177000
3941.000000	1062.345000	136.578000	1.966000	2088.656000	30.067000
3942.000000	1169.512000	136.849000	1.970000	2303.918000	33.166000
3943.000000	1270.494000	137.222000	1.975000	2509.685000	36.128000
3944.000000	1317.867000	137.622000	1.981000	2610.849000	37.584000
3945.000000	1315.250000	138.060000	1.987000	2613.954000	37.629000
3946.000000	1294.467000	138.463000	1.993000	2580.162000	37.142000
3947.000000	1300.636000	138.886000	1.999000	2600.372000	37.433000
3948.000000	1344.846000	139.297000	2.005000	2696.724000	38.820000
3949.000000	1401.248000	139.771000	2.012000	2819.394000	40.586000
3950.000000	1448.368000	140.255000	2.019000	2924.277000	42.096000
3951.000000	1462.936000	140.786000	2.027000	2964.869000	42.680000
3952.000000	1446.718000	141.290000	2.034000	2942.503000	42.358000
3953.000000	1424.977000	141.806000	2.041000	2908.871000	41.874000
3954.000000	1422.401000	142.285000	2.048000	2913.430000	41.940000
3955.000000	1450.006000	142.801000	2.056000	2980.739000	42.909000
3956.000000	1501.886000	143.316000	2.063000	3098.506000	44.604000
3957.000000	1556.128000	143.894000	2.071000	3223.379000	46.402000
3958.000000	1598.391000	144.479000	2.080000	3324.377000	47.856000
3959.000000	1629.832000	145.115000	2.089000	3404.679000	49.012000
3960.000000	1653.870000	145.742000	2.098000	3469.828000	49.949000
3961.000000	1679.868000	146.412000	2.108000	3540.580000	50.968000
3962.000000	1715.580000	147.075000	2.117000	3632.225000	52.287000
3963.000000	1763.288000	147.794000	2.128000	3751.470000	54.004000
3964.000000	1815.185000	148.519000	2.138000	3880.824000	55.866000
3965.000000	1867.510000	149.305000	2.149000	4013.840000	57.781000
3966.000000	1910.689000	150.098000	2.161000	4128.450000	59.430000
3967.000000	1945.412000	150.942000	2.173000	4227.122000	60.851000
3968.000000	1974.279000	151.782000	2.185000	4313.707000	62.097000
3969.000000	2001.271000	152.666000	2.198000	4398.152000	63.313000
3970.000000	2029.211000	153.542000	2.210000	4485.141000	64.565000
3971.000000	2060.622000	154.464000	2.224000	4581.918000	65.958000
3972.000000	2093.126000	155.381000	2.237000	4681.826000	67.397000
3973.000000	2125.623000	156.346000	2.251000	4784.044000	68.868000
3974.000000	2156.817000	157.306000	2.264000	4884.064000	70.308000
3975.000000	2183.372000	158.312000	2.279000	4975.806000	71.628000
3976.000000	2206.764000	159.308000	2.293000	5060.760000	72.851000
3977.000000	2227.901000	160.345000	2.308000	5142.495000	74.028000
3978.000000	2248.328000	161.370000	2.323000	5222.808000	75.184000
3979.000000	2268.762000	162.434000	2.338000	5305.042000	76.368000
3980.000000	2289.226000	163.486000	2.353000	5387.557000	77.556000
3981.000000	2308.385000	164.578000	2.369000	5468.916000	78.727000
3982.000000	2324.315000	165.655000	2.385000	5542.694000	79.789000
3983.000000	2339.882000	166.768000	2.401000	5617.321000	80.863000
3984.000000	2350.579000	167.865000	2.416000	5680.109000	81.767000
3985.000000	2361.603000	168.994000	2.433000	5745.137000	82.703000
3986.000000	2373.650000	170.105000	2.449000	5812.414000	83.672000
3987.000000	2387.591000	171.251000	2.465000	5885.923000	84.730000
3988.000000	2402.531000	172.380000	2.481000	5961.818000	85.822000
3989.000000	2420.057000	173.546000	2.498000	6045.925000	87.033000
3990.000000	2435.014000	174.698000	2.515000	6123.661000	88.152000
3991.000000	2452.539000	175.885000	2.532000	6209.649000	89.390000
3992.000000	2469.404000	177.059000	2.549000	6294.085000	90.606000
3993.000000	2492.768000	178.271000	2.566000	6397.116000	92.089000
3994.000000	2520.695000	179.475000	2.584000	6512.486000	93.750000
3995.000000	2561.899000	180.727000	2.602000	6665.091000	95.946000
3996.000000	2600.277000	181.982000	2.620000	6811.922000	98.060000
3997.000000	2642.472000	183.286000	2.638000	6972.079000	100.365000
3998.000000	2683.681000	184.596000	2.657000	7131.418000	102.659000
3999.000000	2734.336000	185.958000	2.677000	7319.645000	105.369000
4000.000000	2799.584000	187.337000	2.697000	7549.852000	108.683000
4001.000000	2888.872000	188.788000	2.718000	7851.018000	113.018000
4002.000000	2995.685000	190.284000	2.739000	8205.783000	118.125000
4003.000000	3132.056000	191.881000	2.762000	8651.361000	124.539000
4004.000000	3299.251000	193.558000	2.786000	9192.820000	132.334000
4005.000000	3501.506000	195.380000	2.813000	9848.194000	141.768000
4006.000000	3724.549000	197.323000	2.841000	10579.689000	152.298000
4007.000000	3949.527000	199.437000	2.871000	11338.927000	163.228000
4008.000000	4144.020000	201.673000	2.903000	12030.745000	173.187000
4009.000000	4291.114000	204.042000	2.937000	12604.086000	181.440000
4010.000000	4381.678000	206.474000	2.972000	13023.485000	187.478000
4011.000000	4425.785000	208.966000	3.008000	13313.351000	191.650000
4012.000000	4443.982000	211.460000	3.044000	13527.679000	194.736000
4013.000000	4449.497000	213.980000	3.080000	13705.875000	197.301000
4014.000000	4446.285000	216.482000	3.116000	13856.133000	199.464000
4015.000000	4447.251000	219.002000	3.153000	14020.426000	201.829000
4016.000000	4466.369000	221.507000	3.189000	14241.809000	205.016000
4017.000000	4510.874000	224.054000	3.225000	14549.097000	209.439000
4018.000000	4570.582000	226.617000	3.262000	14910.273000	214.639000
4019.000000	4623.200000	229.237000	3.300000	15256.305000	219.620000
4020.000000	4643.951000	231.865000	3.338000	15500.493000	223.135000
4021.000000	4621.554000	234.510000	3.376000	15601.687000	224.592000
4022.000000	4557.935000	237.110000	3.413000	15557.484000	223.955000
4023.000000	4452.091000	239.669000	3.450000	15360.254000	221.116000
4024.000000	4326.767000	242.133000	3.486000	15081.314000	217.101000
4025.000000	4188.148000	244.527000	3.520000	14742.492000	212.223000
4026.000000	4046.936000	246.808000	3.553000	14378.291000	206.980000
4027.000000	3907.299000	249.015000	3.585000	14006.318000	201.626000
4028.000000	3788.173000	251.113000	3.615000	13693.734000	197.126000
4029.000000	3685.268000	253.160000	3.644000	13430.343000	193.334000
4030.000000	3603.122000	255.123000	3.673000	13232.774000	190.490000
4031.000000	3528.117000	257.057000	3.700000	13055.523000	187.939000
4032.000000	3458.318000	258.920000	3.727000	12889.981000	185.556000
4033.000000	3388.496000	260.759000	3.754000	12719.452000	183.101000
4034.000000	3322.596000	262.530000	3.779000	12556.789000	180.759000
4035.000000	3257.380000	264.280000	3.804000	12392.406000	178.393000
4036.000000	3197.627000	265.966000	3.829000	12242.655000	176.237000
4037.000000	3140.774000	267.636000	3.853000	12100.496000	174.191000
4038.000000	3085.622000	269.245000	3.876000	11959.496000	172.161000
4039.000000	3029.790000	270.841000	3.899000	11812.704000	170.048000
4040.000000	2972.957000	272.376000	3.921000	11656.812000	167.804000
4041.000000	2913.552000	273.896000	3.943000	11487.625000	165.368000
4042.000000	2857.048000	275.353000	3.964000	11324.765000	163.024000
4043.000000	2803.472000	276.797000	3.985000	11170.692000	160.806000
4044.000000	2753.507000	278.183000	4.005000	11026.532000	158.731000
4045.000000	2708.066000	279.561000	4.024000	10898.278000	156.884000
4046.000000	2667.437000	280.886000	4.043000	10785.660000	155.263000
4047.000000	2627.216000	282.209000	4.062000	10673.047000	153.642000
4048.000000	2586.251000	283.480000	4.081000	10553.968000	151.928000
4049.000000	2546.690000	284.749000	4.099000	10439.035000	150.274000
4050.000000	2508.380000	285.968000	4.117000	10326.002000	148.646000
4051.000000	2473.927000	287.186000	4.134000	10227.556000	147.229000
4052.000000	2443.436000	288.358000	4.151000	10142.750000	146.008000
4053.000000	2413.563000	289.535000	4.168000	10059.626000	144.812000
4054.000000	2382.698000	290.668000	4.184000	9969.831000	143.519000
4055.000000	2350.900000	291.803000	4.201000	9875.207000	142.157000
4056.000000	2318.085000	292.893000	4.216000	9773.744000	140.696000
4057.000000	2285.660000	293.985000	4.232000	9672.963000	139.246000
4058.000000	2255.813000	295.033000	4.247000	9580.661000	137.917000
4059.000000	2226.876000	296.085000	4.262000	9491.482000	136.633000
4060.000000	2199.982000	297.094000	4.277000	9408.813000	135.443000
4061.000000	2174.291000	298.110000	4.291000	9330.734000	134.319000
4062.000000	2150.261000	299.085000	4.305000	9257.789000	133.269000
4063.000000	2126.576000	300.068000	4.320000	9185.918000	132.234000
4064.000000	2104.835000	301.012000	4.333000	9120.608000	131.294000
4065.000000	2083.063000	301.966000	4.347000	9054.867000	130.348000
4066.000000	2062.288000	302.881000	4.360000	8991.731000	129.439000
4067.000000	2043.781000	303.807000	4.373000	8938.296000	128.670000
4068.000000	2024.964000	304.697000	4.386000	8881.941000	127.859000
4069.000000	2006.789000	305.599000	4.399000	8828.271000	127.086000
4070.000000	1988.917000	306.464000	4.412000	8774.427000	126.311000
4071.000000	1971.400000	307.342000	4.424000	8722.060000	125.557000
4072.000000	1952.889000	308.184000	4.436000	8663.830000	124.719000
4073.000000	1936.651000	309.038000	4.449000	8615.601000	124.025000
4074.000000	1920.446000	309.858000	4.461000	8566.163000	123.313000
4075.000000	1905.472000	310.690000	4.472000	8522.218000	122.680000
4076.000000	1890.570000	311.490000	4.484000	8477.320000	122.034000
4077.000000	1877.222000	312.303000	4.496000	8439.447000	121.489000
4078.000000	1862.621000	313.084000	4.507000	8394.738000	120.845000
4079.000000	1848.321000	313.878000	4.518000	8351.423000	120.222000
4080.000000	1835.995000	314.640000	4.529000	8315.864000	119.710000
4081.000000	1824.320000	315.417000	4.541000	8283.405000	119.242000
4082.000000	1815.185000	316.164000	4.551000	8261.443000	118.926000
4083.000000	1806.767000	316.929000	4.562000	8243.022000	118.661000
4084.000000	1799.634000	317.665000	4.573000	8229.542000	118.467000
4085.000000	1791.535000	318.420000	4.584000	8211.970000	118.214000
4086.000000	1783.779000	319.145000	4.594000	8195.045000	117.971000
4087.000000	1774.654000	319.889000	4.605000	8172.129000	117.641000
4088.000000	1764.550000	320.603000	4.615000	8143.723000	117.232000
4089.000000	1754.829000	321.333000	4.626000	8117.318000	116.852000
4090.000000	1745.100000	322.034000	4.636000	8089.910000	116.457000
4091.000000	1736.349000	322.752000	4.646000	8067.291000	116.131000
4092.000000	1729.156000	323.441000	4.656000	8051.018000	115.897000
4093.000000	1722.704000	324.149000	4.666000	8038.541000	115.718000
4094.000000	1717.516000	324.829000	4.676000	8031.152000	115.611000
4095.000000	1712.595000	325.530000	4.686000	8025.423000	115.529000
4096.000000	1707.734000	326.204000	4.696000	8019.210000	115.439000
4097.000000	1703.183000	326.899000	4.706000	8014.870000	115.377000
4098.000000	1698.962000	327.566000	4.715000	8011.336000	115.326000
4099.000000	1695.117000	328.255000	4.725000	8010.020000	115.307000
4100.000000	1692.164000	328.918000	4.735000	8012.208000	115.339000
4101.000000	1690.248000	329.603000	4.745000	8019.807000	115.448000
4102.000000	1688.569000	330.263000	4.754000	8027.883000	115.564000
4103.000000	1686.355000	330.946000	4.764000	8033.931000	115.651000
4104.000000	1683.741000	331.603000	4.774000	8037.405000	115.701000
4105.000000	1680.160000	332.282000	4.783000	8036.730000	115.692000
4106.000000	1676.612000	332.934000	4.793000	8035.509000	115.674000
4107.000000	1674.340000	333.609000	4.802000	8040.884000	115.751000
4108.000000	1672.716000	334.258000	4.812000	8048.718000	115.864000
4109.000000	1671.070000	334.931000	4.821000	8056.972000	115.983000
4110.000000	1670.398000	335.578000	4.831000	8069.297000	116.160000
4111.000000	1668.152000	336.249000	4.840000	8074.554000	116.236000
4112.000000	1665.199000	336.894000	4.850000	8075.714000	116.253000
4113.000000	1661.962000	337.560000	4.859000	8075.969000	116.256000
4114.000000	1659.390000	338.201000	4.869000	8078.777000	116.297000
4115.000000	1656.470000	338.864000	4.878000	8080.373000	116.320000
4116.000000	1654.831000	339.501000	4.887000	8087.554000	116.423000
4117.000000	1652.886000	340.162000	4.897000	8093.766000	116.513000
4118.000000	1649.339000	340.796000	4.906000	8091.459000	116.479000
4119.000000	1645.087000	341.452000	4.915000	8086.135000	116.403000
4120.000000	1639.898000	342.081000	4.924000	8075.466000	116.249000
4121.000000	1634.051000	342.730000	4.934000	8061.946000	116.055000
4122.000000	1629.860000	343.351000	4.943000	8055.842000	115.967000
4123.000000	1626.909000	343.995000	4.952000	8056.327000	115.974000
4124.000000	1625.287000	344.612000	4.961000	8062.743000	116.066000
4125.000000	1624.348000	345.253000	4.970000	8073.076000	116.215000
4126.000000	1621.433000	345.869000	4.979000	8072.956000	116.213000
4127.000000	1617.840000	346.507000	4.988000	8069.920000	116.169000
4128.000000	1612.652000	347.117000	4.997000	8058.212000	116.001000
4129.000000	1607.766000	347.748000	5.006000	8048.407000	115.860000
4130.000000	1602.912000	348.352000	5.015000	8038.039000	115.710000
4131.000000	1599.964000	348.977000	5.024000	8037.659000	115.705000
4132.000000	1596.378000	349.577000	5.032000	8033.413000	115.644000
4133.000000	1593.165000	350.197000	5.041000	8031.483000	115.616000
4134.000000	1588.240000	350.792000	5.050000	8020.248000	115.454000
4135.000000	1583.136000	351.406000	5.059000	8008.481000	115.285000
4136.000000	1576.620000	351.994000	5.067000	7988.847000	115.002000
4137.000000	1571.070000	352.600000	5.076000	7974.445000	114.795000
4138.000000	1565.257000	353.180000	5.084000	7957.996000	114.558000
4139.000000	1559.735000	353.779000	5.093000	7943.370000	114.348000
4140.000000	1555.187000	354.351000	5.101000	7933.019000	114.199000
4141.000000	1549.639000	354.943000	5.110000	7917.935000	113.981000
4142.000000	1544.123000	355.509000	5.118000	7902.313000	113.757000
4143.000000	1538.936000	356.094000	5.126000	7888.730000	113.561000
4144.000000	1533.719000	356.652000	5.134000	7874.309000	113.353000
4145.000000	1528.547000	357.230000	5.142000	7860.477000	113.154000
4146.000000	1524.335000	357.782000	5.150000	7850.919000	113.017000
4147.000000	1520.456000	358.354000	5.159000	7843.471000	112.909000
4148.000000	1515.247000	358.900000	5.166000	7828.504000	112.694000
4149.000000	1510.334000	359.466000	5.175000	7815.427000	112.506000
4150.000000	1504.857000	360.005000	5.182000	7798.766000	112.266000
4151.000000	1498.381000	360.563000	5.190000	7777.249000	111.956000
4152.000000	1492.543000	361.094000	5.198000	7758.351000	111.684000
4153.000000	1485.686000	361.645000	5.206000	7734.480000	111.341000
4154.000000	1479.838000	362.167000	5.214000	7715.161000	111.062000
4155.000000	1473.022000	362.709000	5.221000	7691.117000	110.716000
4156.000000	1466.873000	363.222000	5.229000	7669.857000	110.410000
4157.000000	1460.994000	363.756000	5.236000	7650.336000	110.129000
4158.000000	1455.214000	364.262000	5.244000	7630.666000	109.846000
4159.000000	1449.362000	364.788000	5.251000	7610.951000	109.562000
4160.000000	1442.473000	365.285000	5.258000	7585.115000	109.190000
4161.000000	1436.366000	365.803000	5.266000	7563.693000	108.882000
4162.000000	1429.206000	366.292000	5.273000	7536.055000	108.484000
4163.000000	1422.690000	366.800000	5.280000	7512.103000	108.139000
4164.000000	1416.219000	367.280000	5.287000	7487.723000	107.788000
4165.000000	1410.367000	367.780000	5.294000	7466.926000	107.489000
4166.000000	1405.189000	368.252000	5.301000	7449.069000	107.232000
4167.000000	1398.376000	368.744000	5.308000	7422.854000	106.855000
4168.000000	1391.828000	369.208000	5.315000	7397.390000	106.488000
4169.000000	1385.054000	369.691000	5.322000	7371.025000	106.108000
4170.000000	1378.898000	370.146000	5.328000	7347.294000	105.767000
4171.000000	1373.350000	370.621000	5.335000	7327.124000	105.476000
4172.000000	1366.567000	371.068000	5.342000	7299.733000	105.082000
4173.000000	1361.355000	371.535000	5.348000	7281.041000	104.813000
4174.000000	1355.801000	371.975000	5.355000	7259.916000	104.509000
4175.000000	1349.657000	372.434000	5.361000	7235.942000	104.164000
4176.000000	1343.484000	372.866000	5.368000	7211.192000	103.808000
4177.000000	1336.327000	373.316000	5.374000	7181.446000	103.379000
4178.000000	1328.576000	373.739000	5.380000	7147.867000	102.896000
4179.000000	1321.427000	374.179000	5.386000	7117.790000	102.463000
4180.000000	1313.949000	374.592000	5.392000	7085.312000	101.996000
4181.000000	1307.427000	375.023000	5.399000	7058.256000	101.606000
4182.000000	1300.645000	375.426000	5.404000	7029.196000	101.188000
4183.000000	1293.197000	375.848000	5.410000	6996.801000	100.721000
4184.000000	1286.381000	376.242000	5.416000	6967.215000	100.295000
4185.000000	1279.193000	376.655000	5.422000	6935.881000	99.844000
4186.000000	1272.410000	377.039000	5.428000	6906.145000	99.416000
4187.000000	1266.261000	377.443000	5.433000	6880.129000	99.042000
4188.000000	1261.341000	377.819000	5.439000	6860.234000	98.755000
4189.000000	1255.866000	378.216000	5.445000	6837.624000	98.430000
4190.000000	1250.314000	378.585000	5.450000	6814.040000	98.090000
4191.000000	1245.094000	378.974000	5.455000	6792.569000	97.781000
4192.000000	1238.572000	379.336000	5.461000	6763.445000	97.362000
4193.000000	1232.128000	379.717000	5.466000	6735.010000	96.953000
4194.000000	1226.280000	380.071000	5.471000	6709.282000	96.582000
4195.000000	1220.087000	380.444000	5.477000	6681.952000	96.189000
4196.000000	1214.295000	380.789000	5.482000	6656.264000	95.819000
4197.000000	1208.435000	381.154000	5.487000	6630.495000	95.448000
4198.000000	1202.887000	381.492000	5.492000	6605.901000	95.094000
4199.000000	1196.450000	381.849000	5.497000	6576.704000	94.674000
4200.000000	1189.553000	382.178000	5.502000	6544.430000	94.209000
4201.000000	1182.150000	382.526000	5.507000	6509.626000	93.708000
4202.000000	1174.997000	382.846000	5.511000	6475.640000	93.219000
4203.000000	1167.889000	383.184000	5.516000	6442.161000	92.737000
4204.000000	1161.368000	383.494000	5.521000	6411.374000	92.294000
4205.000000	1154.553000	383.824000	5.525000	6379.231000	91.831000
4206.000000	1147.745000	384.125000	5.530000	6346.587000	91.361000
4207.000000	1140.924000	384.446000	5.534000	6314.139000	90.894000
4208.000000	1133.452000	384.738000	5.538000	6277.548000	90.367000
4209.000000	1125.969000	385.048000	5.543000	6241.141000	89.843000
4210.000000	1118.182000	385.330000	5.547000	6202.514000	89.287000
4211.000000	1110.668000	385.631000	5.551000	6165.640000	88.757000
4212.000000	1103.226000	385.903000	5.555000	6128.640000	88.224000
4213.000000	1095.774000	386.193000	5.559000	6091.832000	87.694000
4214.000000	1088.635000	386.455000	5.563000	6056.245000	87.182000
4215.000000	1081.515000	386.736000	5.567000	6021.009000	86.675000
4216.000000	1075.000000	386.989000	5.571000	5988.647000	86.209000
4217.000000	1068.490000	387.261000	5.575000	5956.569000	85.747000
4218.000000	1062.304000	387.505000	5.578000	5925.814000	85.304000
4219.000000	1055.524000	387.768000	5.582000	5892.000000	84.817000
4220.000000	1049.020000	388.003000	5.585000	5859.244000	84.346000
4221.000000	1042.212000	388.258000	5.589000	5825.038000	83.853000
4222.000000	1035.393000	388.484000	5.592000	5790.297000	83.353000
4223.000000	1028.285000	388.730000	5.596000	5754.185000	82.833000
4224.000000	1022.033000	388.947000	5.599000	5722.391000	82.376000
4225.000000	1015.595000	389.184000	5.602000	5689.808000	81.907000
4226.000000	1009.079000	389.393000	5.605000	5656.331000	81.425000
4227.000000	1001.637000	389.621000	5.609000	5617.907000	80.872000
4228.000000	994.157000	389.819000	5.612000	5578.800000	80.309000
4229.000000	986.046000	390.037000	5.615000	5536.374000	79.698000
4230.000000	978.563000	390.226000	5.617000	5497.012000	79.131000
4231.000000	972.083000	390.434000	5.620000	5463.524000	78.649000
4232.000000	965.268000	390.613000	5.623000	5427.713000	78.134000
4233.000000	958.757000	390.812000	5.626000	5393.852000	77.646000
4234.000000	952.915000	390.983000	5.628000	5363.324000	77.207000
4235.000000	946.070000	391.174000	5.631000	5327.400000	76.690000
4236.000000	938.627000	391.336000	5.633000	5287.670000	76.118000
4237.000000	931.517000	391.517000	5.636000	5250.049000	75.576000
4238.000000	924.335000	391.669000	5.638000	5211.596000	75.023000
4239.000000	916.885000	391.841000	5.641000	5171.857000	74.451000
4240.000000	910.750000	391.983000	5.643000	5139.120000	73.979000
4241.000000	904.864000	392.146000	5.645000	5108.031000	73.532000
4242.000000	898.098000	392.281000	5.647000	5071.576000	73.007000
4243.000000	891.881000	392.435000	5.649000	5038.452000	72.530000
4244.000000	884.738000	392.561000	5.651000	4999.704000	71.972000
4245.000000	878.591000	392.707000	5.653000	4966.809000	71.499000
4246.000000	872.113000	392.824000	5.655000	4931.655000	70.993000
4247.000000	865.936000	392.961000	5.657000	4898.436000	70.515000
4248.000000	860.718000	393.070000	5.658000	4870.270000	70.109000
4249.000000	855.511000	393.200000	5.660000	4842.404000	69.708000
4250.000000	850.006000	393.302000	5.662000	4812.498000	69.278000
4251.000000	844.160000	393.425000	5.663000	4780.884000	68.822000
4252.000000	838.306000	393.519000	5.665000	4748.874000	68.362000
4253.000000	832.173000	393.634000	5.666000	4715.504000	67.881000
4254.000000	825.960000	393.720000	5.668000	4681.320000	67.389000
4255.000000	820.451000	393.826000	5.669000	4651.357000	66.958000
4256.000000	814.647000	393.905000	5.670000	4619.375000	66.497000
4257.000000	809.089000	394.004000	5.672000	4589.014000	66.060000
4258.000000	803.589000	394.075000	5.673000	4558.643000	65.623000
4259.000000	797.409000	394.167000	5.674000	4524.629000	65.134000
4260.000000	791.893000	394.230000	5.675000	4494.053000	64.693000
4261.000000	785.727000	394.314000	5.676000	4460.007000	64.203000
4262.000000	779.869000	394.369000	5.677000	4427.380000	63.734000
4263.000000	774.063000	394.445000	5.678000	4395.265000	63.271000
4264.000000	768.859000	394.493000	5.679000	4366.243000	62.854000
4265.000000	763.310000	394.561000	5.680000	4335.487000	62.411000
4266.000000	758.136000	394.602000	5.680000	4306.541000	61.994000
4267.000000	752.617000	394.663000	5.681000	4275.857000	61.552000
4268.000000	747.075000	394.697000	5.682000	4244.728000	61.104000
4269.000000	741.898000	394.751000	5.683000	4215.896000	60.689000
4270.000000	737.061000	394.777000	5.683000	4188.689000	60.298000
4271.000000	732.113000	394.825000	5.684000	4161.067000	59.900000
4272.000000	727.599000	394.845000	5.684000	4135.622000	59.534000
4273.000000	722.394000	394.886000	5.685000	4106.466000	59.114000
4274.000000	718.185000	394.900000	5.685000	4082.683000	58.772000
4275.000000	713.300000	394.935000	5.685000	4055.275000	58.377000
4276.000000	708.803000	394.942000	5.685000	4029.779000	58.010000
4277.000000	704.925000	394.972000	5.686000	4008.031000	57.697000
4278.000000	700.687000	394.974000	5.686000	3983.953000	57.350000
4279.000000	696.736000	394.997000	5.686000	3961.728000	57.030000
4280.000000	692.532000	394.994000	5.686000	3937.787000	56.686000
4281.000000	688.018000	395.012000	5.686000	3912.303000	56.319000
4282.000000	683.781000	395.003000	5.686000	3888.116000	55.971000
4283.000000	679.565000	395.015000	5.686000	3864.266000	55.627000
4284.000000	674.690000	395.000000	5.686000	3836.395000	55.226000
4285.000000	670.779000	395.006000	5.686000	3814.222000	54.907000
4286.000000	666.575000	394.986000	5.686000	3790.116000	54.560000
4287.000000	662.332000	394.987000	5.686000	3765.997000	54.213000
4288.000000	658.453000	394.960000	5.686000	3743.693000	53.892000
4289.000000	653.912000	394.956000	5.686000	3717.831000	53.519000
4290.000000	649.705000	394.924000	5.685000	3693.615000	53.171000
4291.000000	645.459000	394.913000	5.685000	3669.377000	52.822000
4292.000000	641.246000	394.876000	5.684000	3645.080000	52.472000
4293.000000	637.713000	394.860000	5.684000	3624.854000	52.181000
4294.000000	634.096000	394.817000	5.684000	3603.905000	51.879000
4295.000000	630.895000	394.797000	5.683000	3585.528000	51.615000
4296.000000	627.617000	394.750000	5.683000	3566.469000	51.341000
4297.000000	624.374000	394.725000	5.682000	3547.822000	51.072000
4298.000000	621.134000	394.674000	5.681000	3528.950000	50.800000
4299.000000	617.894000	394.645000	5.681000	3510.281000	50.532000
4300.000000	614.318000	394.589000	5.680000	3489.475000	50.232000
4301.000000	611.043000	394.555000	5.680000	3470.574000	49.960000
4302.000000	607.797000	394.495000	5.679000	3451.613000	49.687000
4303.000000	604.553000	394.457000	5.678000	3432.862000	49.417000
4304.000000	601.950000	394.392000	5.677000	3417.522000	49.196000
4305.000000	598.073000	394.350000	5.677000	3395.147000	48.874000
4306.000000	594.838000	394.281000	5.676000	3376.191000	48.601000
4307.000000	591.886000	394.235000	5.675000	3359.040000	48.355000
4308.000000	588.979000	394.162000	5.674000	3341.927000	48.108000
4309.000000	586.038000	394.112000	5.673000	3324.813000	47.862000
4310.000000	583.467000	394.035000	5.672000	3309.579000	47.643000
4311.000000	580.854000	393.981000	5.671000	3294.310000	47.423000
4312.000000	578.241000	393.901000	5.670000	3278.823000	47.200000
4313.000000	575.378000	393.843000	5.670000	3262.109000	46.959000
4314.000000	572.764000	393.759000	5.668000	3246.597000	46.736000
4315.000000	569.822000	393.698000	5.667000	3229.424000	46.489000
4316.000000	566.918000	393.610000	5.666000	3212.248000	46.241000
4317.000000	564.304000	393.546000	5.665000	3196.911000	46.021000
4318.000000	561.734000	393.454000	5.664000	3181.612000	45.800000
4319.000000	558.457000	393.386000	5.663000	3162.497000	45.525000
4320.000000	555.844000	393.290000	5.662000	3146.938000	45.301000
4321.000000	553.617000	393.218000	5.661000	3133.759000	45.112000
4322.000000	550.671000	393.120000	5.659000	3116.297000	44.860000
4323.000000	548.732000	393.044000	5.658000	3104.732000	44.694000
4324.000000	545.784000	392.942000	5.657000	3087.253000	44.442000
4325.000000	543.876000	392.864000	5.655000	3075.841000	44.278000
4326.000000	541.939000	392.759000	5.654000	3064.069000	44.108000
